filename,lap_var,fft_hf_ratio,noise_est,local_var
001800.npy,0.00135705,0.999975,0.00461626,0.05667740
001801.npy,0.00096943,0.999944,0.00622059,0.02173445
001803.npy,0.00080523,0.999947,0.00563612,0.01988744
001804.npy,0.00126609,0.999995,0.00400593,0.03675202
001805.npy,0.01127741,0.999947,0.00954569,0.10141419
001806.npy,0.01138594,0.999944,0.00930307,0.10049294
001807.npy,0.01118832,0.999942,0.00903032,0.09833127
001808.npy,0.00431608,0.999993,0.00334949,0.12590110
001811.npy,0.00092003,0.999914,0.00228522,0.03148883
001812.npy,0.01653564,0.999812,0.00787211,0.09365414
001813.npy,0.01897593,0.999915,0.00916469,0.15451483
001814.npy,0.02086191,0.999911,0.00959307,0.15612756
001816.npy,0.00847997,0.999928,0.00953567,0.11689387
001817.npy,0.00539854,0.999698,0.00920909,0.04938393
001818.npy,0.00471669,0.999771,0.00942388,0.06330791
001819.npy,0.00618824,0.999734,0.01070671,0.06006333
001820.npy,0.04032953,0.999840,0.01441436,0.14022823
001821.npy,0.04168053,0.999750,0.01368164,0.13026090
001822.npy,0.04913875,0.999718,0.01471846,0.13322341
001823.npy,0.03882697,0.999839,0.01081578,0.11738634
001825.npy,0.00053968,0.999655,0.00354734,0.01122655
001826.npy,0.00047252,0.999255,0.00364925,0.00809699
001828.npy,0.01338894,0.999732,0.01360722,0.04054074
001829.npy,0.01683852,0.999962,0.00449773,0.12746465
001830.npy,0.01612896,0.999961,0.00458469,0.13091181
001831.npy,0.01661578,0.999966,0.00461683,0.13057864
001832.npy,0.07744633,0.998662,0.04411116,0.13475628
001833.npy,0.02501803,0.999085,0.01496485,0.12239145
001834.npy,0.02595892,0.999065,0.01522569,0.12460220
001835.npy,0.02926232,0.999001,0.01704503,0.13122287
001837.npy,0.02219839,0.999469,0.01041711,0.08642237
001838.npy,0.02226918,0.999467,0.01049797,0.08655430
001839.npy,0.02737927,0.999506,0.00961354,0.10562596
001840.npy,0.02053322,0.999861,0.00491392,0.08241826
001843.npy,0.00503073,0.999907,0.00812230,0.04566908
001844.npy,0.00734927,0.999968,0.00998027,0.07795800
001845.npy,0.00521763,0.999484,0.01210333,0.04102737
001846.npy,0.00560021,0.999459,0.01225730,0.04245207
001847.npy,0.00594026,0.999494,0.01305902,0.04383666
001848.npy,0.15432285,0.995829,0.02515493,0.17869976
001849.npy,0.00407728,0.999946,0.01098036,0.04175840
001850.npy,0.00427255,0.999944,0.01127708,0.04278789
001851.npy,0.00464118,0.999902,0.01160326,0.04951014
001852.npy,0.00602600,0.999965,0.00673305,0.03584854
001853.npy,0.00271450,0.999979,0.00629988,0.06710891
001854.npy,0.00185237,0.999983,0.00537377,0.06777921
001855.npy,0.00215915,0.999983,0.00566321,0.06935574
001857.npy,0.00047823,0.999989,0.00386900,0.03769712
001858.npy,0.00103978,0.999985,0.00657793,0.05120653
001859.npy,0.00044318,0.999988,0.00388158,0.03165385
001860.npy,0.00311731,0.999913,0.01040153,0.02692540
001862.npy,0.01095430,0.999710,0.02053420,0.03681738
001863.npy,0.01157372,0.999694,0.02121890,0.03704770
001864.npy,0.05745127,0.999087,0.03029504,0.12040262
001865.npy,0.00277279,0.999899,0.01120463,0.03763782
001866.npy,0.00249750,0.999910,0.01068888,0.03603204
001867.npy,0.00257159,0.999910,0.01075540,0.03788023
001868.npy,0.00170156,0.999989,0.00472588,0.09635504
001869.npy,0.00128670,0.999990,0.00450998,0.06863063
001870.npy,0.00172039,0.999989,0.00472065,0.07125044
001871.npy,0.00134925,0.999990,0.00450187,0.06844784
001872.npy,0.13434145,0.996680,0.05000177,0.15548627
001873.npy,0.07920684,0.994671,0.03128478,0.12226868
001874.npy,0.07977945,0.994802,0.03137722,0.12294216
001875.npy,0.09058109,0.994373,0.03600975,0.12900801
001876.npy,0.01146815,0.999892,0.00938990,0.08106566
001879.npy,0.00221645,0.999906,0.00987254,0.02888942
001881.npy,0.00620664,0.999955,0.01156755,0.11343864
001882.npy,0.00591358,0.999959,0.01095833,0.11387562
001883.npy,0.00595207,0.999959,0.01104392,0.11349934
001884.npy,0.00112588,0.999996,0.00200830,0.00620195
001886.npy,0.00690944,0.999975,0.00175445,0.01534474
001887.npy,0.00680815,0.999977,0.00175103,0.01329679
001888.npy,0.03757677,0.999099,0.01150053,0.12402350
001889.npy,0.00147135,0.999977,0.00690565,0.04976999
001890.npy,0.00158176,0.999973,0.00735360,0.05200066
001891.npy,0.00145760,0.999977,0.00688083,0.04911514
001892.npy,0.02087264,0.999923,0.00243931,0.04638662
001893.npy,0.04014021,0.999367,0.00797803,0.09295491
001894.npy,0.03684266,0.999355,0.00770623,0.08363744
001895.npy,0.03337619,0.999393,0.00724354,0.07733002
001898.npy,0.03189037,0.998876,0.03978584,0.04499455
001899.npy,0.03425527,0.998909,0.04052493,0.04684840
001903.npy,0.00071084,0.999985,0.00386040,0.06873784
001904.npy,0.00697476,0.999963,0.00587038,0.08468942
001905.npy,0.00287038,0.999996,0.00290108,0.07764147
001906.npy,0.00179758,0.999998,0.00271350,0.05784666
001907.npy,0.00163819,0.999998,0.00259259,0.05177106
001908.npy,0.16558702,0.998294,0.05741924,0.14528582
001909.npy,0.00352114,0.999925,0.00461238,0.05675939
001910.npy,0.00644855,0.999853,0.00522623,0.06499957
001912.npy,0.06057627,0.999234,0.03976692,0.18325818
001913.npy,0.03528442,0.997777,0.03139406,0.10275245
001914.npy,0.03560169,0.997775,0.03130967,0.10423694
001916.npy,0.04525510,0.999855,0.02753325,0.12639327
001917.npy,0.01884202,0.999690,0.01448280,0.09461213
001918.npy,0.01474081,0.999694,0.01272521,0.08246646
001919.npy,0.01837683,0.999740,0.01405709,0.09735061
001920.npy,0.00263961,0.999904,0.00570094,0.08673324
001921.npy,0.02840850,0.999799,0.01126600,0.10080440
001922.npy,0.02532877,0.999850,0.01006268,0.09814480
001923.npy,0.02525992,0.999850,0.01006072,0.09800261
001924.npy,0.00850924,0.999937,0.00893697,0.11151301
001925.npy,0.08873580,0.998869,0.06824328,0.07003310
001926.npy,0.07351737,0.999100,0.06309152,0.06281483
001927.npy,0.07849601,0.999021,0.06390915,0.06668399
001928.npy,0.05313053,0.999371,0.02320321,0.11187805
001929.npy,0.02440499,0.999533,0.02404304,0.09971651
001930.npy,0.02442813,0.999535,0.02400253,0.09976128
001931.npy,0.02452231,0.999544,0.02383146,0.09955467
001932.npy,0.00847442,0.999913,0.00462154,0.05854980
001933.npy,0.01831596,0.999539,0.02880582,0.03804634
001934.npy,0.01963766,0.999498,0.02978130,0.03924978
001935.npy,0.01439700,0.999697,0.02559207,0.03373207
001936.npy,0.00557908,0.999966,0.00733538,0.05452490
001937.npy,0.05115675,0.998443,0.05084761,0.05390758
001938.npy,0.03810527,0.998863,0.04308617,0.04676327
001939.npy,0.03817921,0.998820,0.04334864,0.04673518
001943.npy,0.04281263,0.997243,0.02464573,0.09383506
001944.npy,0.01150923,0.999894,0.00940519,0.08616741
001945.npy,0.02592800,0.999592,0.01384956,0.09776962
001946.npy,0.02513132,0.999638,0.01322687,0.09383437
001947.npy,0.03028660,0.999453,0.01507799,0.10065121
001948.npy,0.02929558,0.999745,0.01473295,0.09270310
001953.npy,0.00293242,0.999223,0.00275468,0.02649884
001955.npy,0.00492658,0.999327,0.00302637,0.03282210
001957.npy,0.01355428,0.999473,0.02573103,0.03780196
001958.npy,0.01322591,0.999390,0.02523309,0.03682026
001959.npy,0.01356484,0.999486,0.02534017,0.03727462
001960.npy,0.00455697,0.999958,0.00623384,0.06005091
001961.npy,0.00393697,0.999981,0.00355522,0.06317919
001962.npy,0.00469553,0.999961,0.00372784,0.06851198
001963.npy,0.00355959,0.999974,0.00357110,0.05521918
001964.npy,0.02691786,0.999899,0.01879710,0.11102781
001965.npy,0.00752607,0.999943,0.01274709,0.10665858
001966.npy,0.00596974,0.999951,0.01192585,0.09820808
001968.npy,0.00112588,0.999980,0.00546272,0.03080215
001971.npy,0.00909642,0.999895,0.01700512,0.04068558
001972.npy,0.09765669,0.998227,0.01594021,0.17536901
001973.npy,0.06974932,0.997693,0.00691259,0.09296253
001974.npy,0.06174352,0.997752,0.00668704,0.08513993
001975.npy,0.04877719,0.997912,0.00611017,0.07102954
001976.npy,0.16982576,0.999873,0.00740718,0.20277372
001977.npy,0.10867361,0.998159,0.06836901,0.08323526
001978.npy,0.10097211,0.998211,0.06523765,0.08025818
001979.npy,0.10806575,0.998071,0.06844196,0.08318660
001980.npy,0.00873635,0.999872,0.00367585,0.08249459
001981.npy,0.00795469,0.999979,0.00565073,0.15635900
001982.npy,0.00807386,0.999978,0.00572954,0.16138853
001983.npy,0.00769852,0.999980,0.00551920,0.14992271
001984.npy,0.00319247,0.999968,0.00796439,0.05780266
001985.npy,0.00137414,0.999983,0.00679752,0.04720888
001986.npy,0.00116303,0.999985,0.00632869,0.04437985
001988.npy,0.00227551,0.999994,0.00290363,0.02642081
001990.npy,0.00044172,0.999991,0.00346622,0.03605268
001991.npy,0.00041100,0.999992,0.00340414,0.03483338
001993.npy,0.03384100,0.999488,0.02245532,0.10304746
001995.npy,0.03575796,0.999492,0.02316557,0.10869453
001996.npy,0.00906671,0.999850,0.01546722,0.17626812
001998.npy,0.00836513,0.999580,0.01653735,0.08791800
001999.npy,0.00839914,0.999598,0.01685871,0.08403211
002002.npy,0.01568738,0.999515,0.02553928,0.03868605
002003.npy,0.01584645,0.999473,0.02582488,0.03869674
002004.npy,0.01155465,0.999358,0.02319672,0.03432086
002005.npy,0.03210319,0.996464,0.01369933,0.09555069
002006.npy,0.04347805,0.995730,0.01857394,0.10409277
002007.npy,0.03212821,0.996466,0.01367596,0.09559429
002008.npy,0.01800078,0.999918,0.00600039,0.07282653
002009.npy,0.00537473,0.999969,0.00902928,0.04095973
002010.npy,0.00488323,0.999938,0.01217435,0.04088837
002012.npy,0.01089469,0.999947,0.00886424,0.11426809
002013.npy,0.00163681,0.999988,0.00401066,0.09479339
002014.npy,0.00178410,0.999984,0.00403894,0.09567733
002016.npy,0.00314601,0.999965,0.00683860,0.04559336
002017.npy,0.02088824,0.999939,0.00980421,0.12338138
002018.npy,0.02520967,0.999938,0.01012317,0.12699175
002019.npy,0.02516125,0.999941,0.00984641,0.12404072
002020.npy,0.00634810,0.999924,0.00751843,0.09658819
002021.npy,0.00708044,0.999967,0.01047785,0.09606439
002022.npy,0.00779322,0.999963,0.01136718,0.09209061
002023.npy,0.00696490,0.999964,0.01078084,0.09185126
002024.npy,0.12521286,0.998832,0.03475277,0.15251388
002025.npy,0.00746726,0.999953,0.00877220,0.03764989
002026.npy,0.00811876,0.999946,0.00947213,0.04876302
002027.npy,0.00882920,0.999951,0.01003199,0.05280623
002028.npy,0.09369857,0.998340,0.03793338,0.12197527
002029.npy,0.00699084,0.999913,0.01333352,0.05900292
002030.npy,0.00620321,0.999940,0.01200657,0.05775994
002031.npy,0.00445413,0.999956,0.01064589,0.04865053
002032.npy,0.06190377,0.998386,0.03258567,0.12069498
002033.npy,0.02568494,0.998000,0.01475958,0.07511080
002034.npy,0.02629249,0.997892,0.01413109,0.07559112
002036.npy,0.00230434,0.999948,0.00988498,0.02918067
002037.npy,0.02302382,0.999299,0.03113834,0.04042746
002038.npy,0.04038412,0.999122,0.04069255,0.05462684
002039.npy,0.02558038,0.999206,0.03258851,0.04259979
002040.npy,0.09405456,0.999321,0.03174524,0.14149560
002041.npy,0.19609368,0.998609,0.06710841,0.17566489
002045.npy,0.07043862,0.998689,0.01156008,0.10465342
002047.npy,0.05637394,0.998851,0.00418376,0.07179453
002048.npy,0.01633945,0.999122,0.00381580,0.07559713
002049.npy,0.00194407,0.999838,0.00542426,0.03793294
002050.npy,0.00188623,0.999839,0.00532807,0.03766083
002052.npy,0.02043351,0.999889,0.00440403,0.09705377
002053.npy,0.02106799,0.999798,0.01483743,0.12772807
002054.npy,0.02060878,0.999814,0.01453526,0.13775481
002055.npy,0.02046746,0.999813,0.01448106,0.13761397
002056.npy,0.00537833,0.999962,0.00324028,0.08026905
002057.npy,0.00642275,0.999974,0.00410757,0.10034518
002058.npy,0.00615958,0.999969,0.00385180,0.09274001
002059.npy,0.00620308,0.999970,0.00382424,0.09307701
002060.npy,0.02116418,0.999922,0.01087242,0.17328145
002062.npy,0.00519391,0.999941,0.01017148,0.05637027
002063.npy,0.00450472,0.999946,0.00964748,0.05423936
002065.npy,0.04783144,0.999377,0.03150730,0.17238513
002066.npy,0.04764450,0.999416,0.03006350,0.16885917
002068.npy,0.02877875,0.999614,0.01435103,0.09957344
002069.npy,0.00122684,0.999633,0.00720554,0.04335918
002070.npy,0.00122801,0.999635,0.00726918,0.04339064
002071.npy,0.00119326,0.999594,0.00718296,0.04163012
002072.npy,0.06809970,0.999235,0.03072605,0.16279073
002073.npy,0.09966216,0.999372,0.03481787,0.19731770
002074.npy,0.09967007,0.999371,0.03526736,0.19673014
002075.npy,0.10829203,0.999334,0.03661159,0.20285475
002076.npy,0.00620392,0.999979,0.00883838,0.08565322
002077.npy,0.02152171,0.999666,0.01575516,0.15196067
002078.npy,0.02248814,0.999653,0.01602776,0.15380044
002079.npy,0.02179225,0.999660,0.01575025,0.15230395
002081.npy,0.01417107,0.999757,0.02551133,0.02948568
002083.npy,0.01393514,0.999762,0.02577217,0.02927839
002084.npy,0.00095333,0.999983,0.00570825,0.06592673
002086.npy,0.00743652,0.999946,0.01129354,0.06671021
002088.npy,0.03075025,0.999399,0.01957447,0.11076871
002089.npy,0.00220393,0.999890,0.01031714,0.02951441
002090.npy,0.00368370,0.999877,0.01333686,0.03387338
002091.npy,0.00230592,0.999816,0.01049871,0.02465128
002092.npy,0.03040795,0.999804,0.01483204,0.13585378
002093.npy,0.00128749,0.999983,0.00552514,0.09186124
002095.npy,0.00129263,0.999983,0.00554838,0.09209023
002096.npy,0.01645269,0.999628,0.01241330,0.09212108
002098.npy,0.00904964,0.999837,0.02004092,0.03962016
002099.npy,0.01007070,0.999779,0.02145595,0.03897441
002100.npy,0.01607853,0.999562,0.02640499,0.03766455
002101.npy,0.00289466,0.999975,0.00680476,0.09912170
002103.npy,0.00233534,0.999981,0.00618908,0.10044406
002105.npy,0.00343906,0.999965,0.01193549,0.02582854
002107.npy,0.00842766,0.999903,0.01872088,0.03485433
002108.npy,0.02183485,0.999489,0.02959806,0.04251485
002109.npy,0.01525419,0.999880,0.00796519,0.09205856
002110.npy,0.01577099,0.999882,0.00843173,0.09703777
002112.npy,0.00425799,0.999957,0.00584349,0.10954499
002113.npy,0.00257030,0.999979,0.00520264,0.08473212
002114.npy,0.00260974,0.999978,0.00514331,0.08474715
002115.npy,0.00286310,0.999977,0.00526779,0.08798212
002116.npy,0.00238399,0.999955,0.00883425,0.05771603
002117.npy,0.08328100,0.999105,0.03802100,0.14177741
002118.npy,0.08493416,0.999084,0.03979724,0.14223911
002119.npy,0.09638275,0.998970,0.04228880,0.15255621
002120.npy,0.01730242,0.999561,0.01091565,0.10118774
002122.npy,0.00645129,0.999826,0.01345490,0.07537827
002123.npy,0.00692914,0.999839,0.01368360,0.07203719
002124.npy,0.06988259,0.999855,0.02589383,0.17864117
002125.npy,0.08311117,0.999165,0.03602427,0.17201813
002126.npy,0.08765889,0.999219,0.03798651,0.17606366
002127.npy,0.09369009,0.999300,0.03865029,0.18207502
002128.npy,0.04445096,0.999703,0.01361316,0.12946306
002129.npy,0.00651292,0.999997,0.00203252,0.02163956
002130.npy,0.00514979,0.999998,0.00201089,0.01886368
002131.npy,0.00564839,0.999998,0.00191016,0.02213317
002133.npy,0.05642830,0.999101,0.03594063,0.12452388
002134.npy,0.06116642,0.999041,0.03669710,0.13331614
002135.npy,0.05497579,0.999096,0.03519974,0.12394109
002136.npy,0.06839265,0.999451,0.02509496,0.15848291
002138.npy,0.00684151,0.999961,0.00747327,0.12105061
002139.npy,0.00630546,0.999961,0.00755955,0.11950903
002140.npy,0.01202137,0.999479,0.01591538,0.09153159
002141.npy,0.00159021,0.999997,0.00304951,0.01017880
002142.npy,0.00286811,0.999993,0.00461684,0.01067744
002143.npy,0.01258668,0.999757,0.01869241,0.04092865
002144.npy,0.00912239,0.999992,0.00320392,0.06240579
002145.npy,0.03618190,0.999713,0.02748513,0.10613505
002146.npy,0.03270671,0.999709,0.02581528,0.09976633
002148.npy,0.00113350,0.999991,0.00302997,0.07011103
002149.npy,0.00155855,0.999977,0.00405077,0.03287962
002151.npy,0.00176953,0.999968,0.00412027,0.03179254
002152.npy,0.03841810,0.999223,0.01920834,0.11772516
002155.npy,0.05094019,0.998226,0.04971807,0.05304626
002158.npy,0.01277317,0.999906,0.01417628,0.07165943
002159.npy,0.00882131,0.999913,0.01110848,0.06320942
002160.npy,0.02202452,0.999659,0.00816912,0.06245010
002161.npy,0.03643907,0.999572,0.02217391,0.11435631
002162.npy,0.03653822,0.999607,0.02095600,0.11822582
002163.npy,0.03492963,0.999656,0.01845896,0.11184067
002164.npy,0.03604881,0.999740,0.00790850,0.13334520
002166.npy,0.00245489,0.999953,0.01061075,0.04548832
002167.npy,0.00252454,0.999948,0.01070289,0.04650522
002168.npy,0.00156348,0.999994,0.00519517,0.04769796
002169.npy,0.00169328,0.999997,0.00306385,0.08954712
002171.npy,0.00150334,0.999997,0.00287793,0.08076199
002172.npy,0.01437515,0.999792,0.01060786,0.09737721
002173.npy,0.02226089,0.999825,0.00874414,0.16763815
002174.npy,0.02025179,0.999835,0.00815589,0.16297363
002175.npy,0.01683065,0.999861,0.00795882,0.15719423
002176.npy,0.00444398,0.999940,0.00589461,0.10514452
002177.npy,0.02043312,0.998647,0.03005267,0.06195807
002178.npy,0.02124607,0.998583,0.03085570,0.06353208
002179.npy,0.02058443,0.998679,0.03000325,0.06270143
002180.npy,0.02729660,0.999727,0.01645246,0.10463719
002181.npy,0.00394943,0.999977,0.00790360,0.10403645
002182.npy,0.00417817,0.999977,0.00799073,0.11196706
002183.npy,0.00384217,0.999980,0.00756148,0.11447073
002184.npy,0.05269612,0.998675,0.01181757,0.10010925
002185.npy,0.00187233,0.999983,0.00560902,0.05464753
002186.npy,0.00164147,0.999986,0.00520284,0.05633368
002188.npy,0.04161908,0.999782,0.01941215,0.14250988
002190.npy,0.04552140,0.999848,0.00547091,0.09213229
002191.npy,0.03403200,0.999877,0.00469726,0.08264712
002192.npy,0.00842789,0.999727,0.01902210,0.05349473
002193.npy,0.00603989,0.999712,0.01645595,0.03468093
002194.npy,0.00592771,0.999656,0.01639559,0.03291375
002195.npy,0.00614751,0.999710,0.01665153,0.03495777
002196.npy,0.04970154,0.999616,0.00833553,0.15620159
002197.npy,0.00251211,0.999588,0.00708008,0.04387126
002198.npy,0.00282354,0.999718,0.00788734,0.05400945
002199.npy,0.00251755,0.999588,0.00707466,0.04391121
002200.npy,0.02662103,0.999724,0.01415578,0.08609346
002202.npy,0.01322667,0.999814,0.01529096,0.10189483
002203.npy,0.01318213,0.999811,0.01539364,0.10169751
002204.npy,0.15755799,0.999587,0.02092233,0.30157712
002205.npy,0.09486393,0.999622,0.01859102,0.20101012
002206.npy,0.09930414,0.999600,0.02078159,0.21442270
002208.npy,0.04768358,0.999756,0.02884235,0.11495333
002210.npy,0.02807042,0.999608,0.02328649,0.11828121
002211.npy,0.02810965,0.999618,0.02313372,0.11774930
002212.npy,0.06001655,0.997691,0.05208657,0.07018533
002214.npy,0.00316090,0.999486,0.00741607,0.03343506
002216.npy,0.00798598,0.999022,0.00522978,0.04830983
002217.npy,0.00109621,0.998940,0.00464274,0.01938128
002219.npy,0.00271440,0.997252,0.00865510,0.02678815
002220.npy,0.00413524,0.999914,0.01401794,0.03294019
002221.npy,0.00113704,0.999963,0.00664746,0.03901071
002222.npy,0.00110147,0.999970,0.00651726,0.04071808
002223.npy,0.00103527,0.999970,0.00629978,0.03715804
002224.npy,0.00027358,0.996524,0.00283090,0.00529786
002227.npy,0.00079763,0.995763,0.00446682,0.00897976
002228.npy,0.06517833,0.998970,0.02492102,0.14885035
002230.npy,0.00040646,0.999998,0.00280896,0.03590278
002231.npy,0.00078511,0.999997,0.00324096,0.04105503
002232.npy,0.00273456,0.999984,0.00549145,0.06550800
002233.npy,0.00212685,0.999994,0.00409906,0.05962088
002234.npy,0.00202540,0.999994,0.00397890,0.06375559
002235.npy,0.00202227,0.999994,0.00400061,0.06403458
002238.npy,0.04544331,0.999538,0.01753836,0.14182833
002240.npy,0.00283558,0.999918,0.00806953,0.04197167
002241.npy,0.02132938,0.999639,0.02838438,0.04953278
002242.npy,0.02040890,0.999648,0.02768687,0.04833629
002243.npy,0.02181649,0.999622,0.02882337,0.05010186
002244.npy,0.06630392,0.999921,0.00788278,0.05935313
002245.npy,0.00547399,0.996786,0.01527758,0.03554524
002246.npy,0.00657745,0.998026,0.01609131,0.04951402
002247.npy,0.00855820,0.996975,0.01916072,0.04872747
002249.npy,0.00344578,0.999965,0.00767012,0.10501281
002250.npy,0.00346448,0.999962,0.00775310,0.10670251
002251.npy,0.00343241,0.999948,0.00795305,0.10403778
002252.npy,0.03113338,0.999722,0.02741070,0.15010820
002254.npy,0.02666997,0.999643,0.03048760,0.13927689
002256.npy,0.01955143,0.999743,0.01544706,0.07240426
002257.npy,0.09343182,0.999041,0.02605437,0.20637310
002259.npy,0.09267411,0.998991,0.02524283,0.20205830
002261.npy,0.00071002,0.999993,0.00356542,0.04940782
002262.npy,0.00033743,0.999994,0.00336608,0.04042933
002264.npy,0.05159952,0.999971,0.00486464,0.21478981
002265.npy,0.02253540,0.999635,0.00356865,0.11533615
002266.npy,0.02095092,0.999589,0.00314026,0.10443654
002267.npy,0.02175356,0.999632,0.00342769,0.11234551
002268.npy,0.00760966,0.999934,0.00817778,0.13868961
002269.npy,0.00169978,0.999889,0.00576648,0.05239055
002270.npy,0.00148746,0.999881,0.00559967,0.04561488
002271.npy,0.00148718,0.999883,0.00554538,0.04564707
002272.npy,0.00466125,0.999894,0.00828886,0.12602472
002273.npy,0.00138656,0.999680,0.00493239,0.02208736
002276.npy,0.00311933,0.999802,0.00744205,0.04377205
002277.npy,0.02259005,0.999438,0.03186213,0.04372909
002278.npy,0.01891872,0.999567,0.02856227,0.03986483
002279.npy,0.01722422,0.999567,0.02699942,0.03817802
002280.npy,0.00176503,0.999965,0.00511256,0.09370993
002281.npy,0.01738953,0.999931,0.01179347,0.16970906
002282.npy,0.01711676,0.999931,0.01175021,0.17967479
002283.npy,0.01724355,0.999930,0.01198906,0.17741811
002284.npy,0.02594509,0.998896,0.01562635,0.08359111
002285.npy,0.04589828,0.997253,0.01734475,0.10526379
002286.npy,0.04325432,0.997635,0.01600852,0.11113008
002287.npy,0.04458320,0.997522,0.01599450,0.10956894
002288.npy,0.00355793,0.999962,0.00766957,0.09598172
002289.npy,0.00263752,0.999971,0.00757383,0.09409560
002291.npy,0.00233893,0.999971,0.00719728,0.09043521
002292.npy,0.01507539,0.999810,0.00252113,0.05736807
002293.npy,0.02826386,0.999506,0.00948077,0.11182714
002295.npy,0.02917595,0.999513,0.00854845,0.10511620
002296.npy,0.00517880,0.999844,0.00839654,0.06714056
002298.npy,0.00748433,0.999652,0.01311398,0.07464770
002300.npy,0.01299061,0.999916,0.01965080,0.08047150
002301.npy,0.00214852,0.999917,0.00931048,0.03501215
002302.npy,0.00300021,0.999915,0.01099931,0.03725230
002303.npy,0.00327467,0.999912,0.01169083,0.03863071
002304.npy,0.01478574,0.999874,0.00551269,0.06109539
002306.npy,0.01244282,0.999946,0.01164208,0.05620146
002307.npy,0.01248002,0.999944,0.01144584,0.05318677
002308.npy,0.02015145,0.999417,0.01071721,0.08412251
002309.npy,0.00831789,0.999866,0.01088890,0.08265193
002310.npy,0.00821947,0.999866,0.01097410,0.08187521
002311.npy,0.00741652,0.999839,0.01066024,0.08374508
002312.npy,0.00326392,0.999971,0.00400075,0.06755473
002315.npy,0.01409186,0.999794,0.00927087,0.13145380
002316.npy,0.01527375,0.999889,0.00694603,0.08327739
002317.npy,0.06887654,0.999879,0.03214538,0.15042977
002319.npy,0.06863792,0.999880,0.03212213,0.15075894
002320.npy,0.01104814,0.999958,0.00317570,0.05563521
002321.npy,0.01834979,0.999813,0.00715362,0.10339211
002322.npy,0.01833416,0.999814,0.00712764,0.10335220
002323.npy,0.02374305,0.999810,0.00647731,0.12319687
002324.npy,0.00141387,0.999992,0.00488791,0.05626785
002325.npy,0.00058277,0.999994,0.00412856,0.05750957
002326.npy,0.00055187,0.999995,0.00407703,0.05418994
002327.npy,0.00087364,0.999992,0.00504806,0.05878470
002329.npy,0.01849084,0.951384,0.03100352,0.03089834
002330.npy,0.01862043,0.952347,0.03094054,0.03119393
002331.npy,0.04558952,0.952499,0.04925200,0.04831843
002332.npy,0.00255943,0.999976,0.00604623,0.03024002
002333.npy,0.00223932,0.999610,0.01008028,0.01871705
002334.npy,0.00256368,0.999498,0.01031645,0.02248020
002336.npy,0.06359429,0.999630,0.01692808,0.12864093
002337.npy,0.01616529,0.999495,0.02648363,0.03801005
002338.npy,0.02105965,0.999410,0.03076399,0.04136577
002339.npy,0.01954577,0.999418,0.02948859,0.04011132
002340.npy,0.00788445,0.999918,0.01310139,0.06447788
002341.npy,0.00202719,0.999976,0.00816018,0.05378668
002342.npy,0.00195586,0.999976,0.00794564,0.05340654
002343.npy,0.00195125,0.999976,0.00796117,0.05311733
002345.npy,0.00895633,0.998053,0.01535102,0.04145343
002346.npy,0.00923655,0.997929,0.01533216,0.04342329
002347.npy,0.00848190,0.998065,0.01482841,0.04249622
002349.npy,0.00698881,0.999953,0.01048814,0.08143884
002350.npy,0.00893044,0.999933,0.01228321,0.08235937
002352.npy,0.01225663,0.999682,0.01032552,0.08995555
002353.npy,0.00070784,0.999986,0.00530436,0.03797018
002354.npy,0.00078436,0.999980,0.00570133,0.03802235
002355.npy,0.00077699,0.999980,0.00562160,0.03449361
002357.npy,0.00066132,0.999480,0.00306784,0.01305812
002358.npy,0.00122438,0.999304,0.00286643,0.01317152
002360.npy,0.10280651,0.998656,0.03507468,0.17517354
002362.npy,0.02589692,0.999739,0.00841405,0.11984790
002363.npy,0.02554125,0.999757,0.00839950,0.12252469
002366.npy,0.00248919,0.999988,0.00297589,0.07534660
002367.npy,0.00275606,0.999986,0.00310870,0.08049330
002368.npy,0.00402728,0.999941,0.00809389,0.08552718
002369.npy,0.00126898,0.999918,0.00469714,0.05366658
002370.npy,0.00119641,0.999916,0.00460573,0.04976752
002371.npy,0.00155411,0.999952,0.00437998,0.05322705
002372.npy,0.00919570,0.999899,0.00497395,0.10160518
002373.npy,0.00526950,0.999966,0.00526289,0.08594875
002374.npy,0.00429256,0.999967,0.00492044,0.08238812
002375.npy,0.00514868,0.999967,0.00523285,0.08992865
002376.npy,0.00071703,0.999943,0.00537757,0.02791180
002378.npy,0.02706204,0.999787,0.00852829,0.09039919
002379.npy,0.03258592,0.999717,0.01048849,0.09969864
002380.npy,0.00328198,0.999906,0.00833849,0.06828172
002381.npy,0.03151806,0.998575,0.03647815,0.04833348
002382.npy,0.03217640,0.998494,0.03688320,0.04886841
002384.npy,0.00550465,0.999387,0.00636237,0.02808623
002385.npy,0.05824269,0.999635,0.02679296,0.08258175
002386.npy,0.05792030,0.999573,0.02724311,0.08159988
002387.npy,0.05545207,0.999753,0.02458364,0.08107997
002388.npy,0.02205645,0.999893,0.00533043,0.13858093
002389.npy,0.02644617,0.999870,0.01431767,0.08239855
002390.npy,0.02651521,0.999876,0.01391116,0.08375236
002391.npy,0.01532398,0.999934,0.01002800,0.06517772
002392.npy,0.00356469,0.999970,0.00853571,0.01752292
002393.npy,0.08387377,0.999684,0.02114317,0.17000504
002394.npy,0.08291139,0.999674,0.02142510,0.16854477
002395.npy,0.08208017,0.999646,0.02180606,0.16961426
